month,state,handgun,rifle,total,state,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
2013-06,Oklahoma,9454,7955,17409,,,,,,,,,,,,,,
2013-06,Oregon,9161,8079,17240,,,,,,,,,,,,,,
2013-06,Pennsylvania,20,45518,45538,,,,,,,,,,,,,,
2013-06,Puerto Rico,1320,251,1571,,,,,,,,,,,,,,
2013-06,Rhode Island,868,657,1525,,,,,,,,,,,,,,
2013-06,South Carolina,6228,4220,10448,,,,,,,,,,,,,,
2013-06,South Dakota,1761,2593,4354,,,,,,,,,,,,,,
2013-06,Tennessee,14513,10657,25170,,,,,,,,,,,,,,
2013-06,Texas,34302,30708,65010,,,,,,,,,,,,,,
2013-06,Utah,2372,2814,5186,,,,,,,,,,,,,,
2013-06,Vermont,931,975,1906,,,,,,,,,,,,,,
2013-06,Virgin Islands,33,2,35,,,,,,,,,,,,,,
2013-06,Virginia,16205,12574,28779,,,,,,,,,,,,,,
2013-06,Washington,12717,10015,22732,,,,,,,,,,,,,,
2013-06,West Virginia,5304,5374,10678,,,,,,,,,,,,,,
2013-06,Wisconsin,8632,7553,16185,,,,,,,,,,,,,,
2013-06,Wyoming,1641,1840,3481,,,,,,,,,,,,,,
2013-05,Alabama,13221,12165,25386,,,,,,,,,,,,,,
2013-05,Alaska,2856,3569,6425,,,,,,,,,,,,,,
2013-05,Arizona,9533,7320,16853,,,,,,,,,,,,,,
2013-05,Arkansas,4865,4917,9782,,,,,,,,,,,,,,
2013-05,California,31638,37157,68795,,,,,,,,,,,,,,
2013-05,Colorado,15666,12799,28465,,,,,,,,,,,,,,
2013-05,Connecticut,4879,3459,8338,,,,,,,,,,,,,,
2013-05,Delaware,1476,1017,2493,,,,,,,,,,,,,,
2013-05,District of Columbia,35,5,40,,,,,,,,,,,,,,
2013-05,Florida,35935,21373,57308,,,,,,,,,,,,,,
2013-05,Georgia,9563,7116,16679,,,,,,,,,,,,,,
2013-05,Guam,58,64,122,,,,,,,,,,,,,,
2013-05,Hawaii,0,0,0,,,,,,,,,,,,,,
2013-05,Idaho,2470,3417,5887,,,,,,,,,,,,,,
2013-05,Illinois,16142,11591,27733,,,,,,,,,,,,,,
2013-05,Indiana,13497,10404,23901,,,,,,,,,,,,,,
2013-05,Iowa,78,2016,2094,,,,,,,,,,,,,,
2013-05,Kansas,5419,5179,10598,,,,,,,,,,,,,,
2013-05,Kentucky,7976,6876,14852,,,,,,,,,,,,,,
2013-05,Louisiana,10087,8985,19072,,,,,,,,,,,,,,
2013-05,Maine,2820,3092,5912,,,,,,,,,,,,,,
2013-05,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2013-05,Maryland,8507,5470,13977,,,,,,,,,,,,,,
2013-05,Massachusetts,4776,2714,7490,,,,,,,,,,,,,,
2013-05,Michigan,9056,8443,17499,,,,,,,,,,,,,,
2013-05,Minnesota,9637,8787,18424,,,,,,,,,,,,,,
2013-05,Mississippi,5369,4787,10156,,,,,,,,,,,,,,
2013-05,Missouri,16990,12515,29505,,,,,,,,,,,,,,
2013-05,Montana,2690,4067,6757,,,,,,,,,,,,,,
2013-05,Nebraska,83,1638,1721,,,,,,,,,,,,,,
2013-05,Nevada,4426,3571,7997,,,,,,,,,,,,,,
2013-05,New Hampshire,4051,3086,7137,,,,,,,,,,,,,,
2013-05,New Jersey,7726,4486,12212,,,,,,,,,,,,,,
2013-05,New Mexico,4686,4267,8953,,,,,,,,,,,,,,
2013-05,New York,7992,11417,19409,,,,,,,,,,,,,,
2013-05,North Carolina,652,11406,12058,,,,,,,,,,,,,,
2013-05,North Dakota,1652,2856,4508,,,,,,,,,,,,,,
2013-05,Ohio,23364,15596,38960,,,,,,,,,,,,,,
2013-05,Oklahoma,10401,9045,19446,,,,,,,,,,,,,,
2013-05,Oregon,10027,8727,18754,,,,,,,,,,,,,,
2013-05,Pennsylvania,20,49732,49752,,,,,,,,,,,,,,
2013-05,Puerto Rico,1297,217,1514,,,,,,,,,,,,,,
2013-05,Rhode Island,1036,819,1855,,,,,,,,,,,,,,
2013-05,South Carolina,7277,4673,11950,,,,,,,,,,,,,,
2013-05,South Dakota,2180,3075,5255,,,,,,,,,,,,,,
2013-05,Tennessee,16850,12546,29396,,,,,,,,,,,,,,
2013-05,Texas,41105,34669,75774,,,,,,,,,,,,,,
2013-05,Utah,2749,3255,6004,,,,,,,,,,,,,,
2013-05,Vermont,1030,1112,2142,,,,,,,,,,,,,,
2013-05,Virgin Islands,12,2,14,,,,,,,,,,,,,,
2013-05,Virginia,17007,13414,30421,,,,,,,,,,,,,,
2013-05,Washington,14262,10595,24857,,,,,,,,,,,,,,
2013-05,West Virginia,6371,5792,12163,,,,,,,,,,,,,,
2013-05,Wisconsin,11961,9200,21161,,,,,,,,,,,,,,
2013-05,Wyoming,2066,2174,4240,,,,,,,,,,,,,,
2013-04,Alabama,14930,13043,27973,,,,,,,,,,,,,,
2013-04,Alaska,3324,4162,7486,,,,,,,,,,,,,,
2013-04,Arizona,11774,8650,20424,,,,,,,,,,,,,,
2013-04,Arkansas,5983,6145,12128,,,,,,,,,,,,,,
2013-04,California,34701,42516,77217,,,,,,,,,,,,,,
2013-04,Colorado,18548,16004,34552,,,,,,,,,,,,,,
2013-04,Connecticut,6631,6531,13162,,,,,,,,,,,,,,
2013-04,Delaware,1871,1323,3194,,,,,,,,,,,,,,
2013-04,District of Columbia,41,6,47,,,,,,,,,,,,,,
2013-04,Florida,41943,25404,67347,,,,,,,,,,,,,,
2013-04,Georgia,11406,8593,19999,,,,,,,,,,,,,,
2013-04,Guam,35,42,77,,,,,,,,,,,,,,
2013-04,Hawaii,0,0,0,,,,,,,,,,,,,,
2013-04,Idaho,3115,4476,7591,,,,,,,,,,,,,,
2013-04,Illinois,18421,14842,33263,,,,,,,,,,,,,,
2013-04,Indiana,17150,14005,31155,,,,,,,,,,,,,,
2013-04,Iowa,120,2947,3067,,,,,,,,,,,,,,
2013-04,Kansas,7408,7172,14580,,,,,,,,,,,,,,
2013-04,Kentucky,10079,9442,19521,,,,,,,,,,,,,,
2013-04,Louisiana,11514,10078,21592,,,,,,,,,,,,,,
2013-04,Maine,3940,4331,8271,,,,,,,,,,,,,,
2013-04,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2013-04,Maryland,7924,7231,15155,,,,,,,,,,,,,,
2013-04,Massachusetts,5081,3717,8798,,,,,,,,,,,,,,
2013-04,Michigan,13166,12695,25861,,,,,,,,,,,,,,
2013-04,Minnesota,12801,14244,27045,,,,,,,,,,,,,,
2013-04,Mississippi,6469,5482,11951,,,,,,,,,,,,,,
2013-04,Missouri,19776,16405,36181,,,,,,,,,,,,,,
2013-04,Montana,3411,5035,8446,,,,,,,,,,,,,,
2013-04,Nebraska,103,2383,2486,,,,,,,,,,,,,,
2013-04,Nevada,5241,4263,9504,,,,,,,,,,,,,,
2013-04,New Hampshire,5292,4088,9380,,,,,,,,,,,,,,
2013-04,New Jersey,5032,3645,8677,,,,,,,,,,,,,,
2013-04,New Mexico,5204,5096,10300,,,,,,,,,,,,,,
2013-04,New York,10237,16789,27026,,,,,,,,,,,,,,
2013-04,North Carolina,635,13493,14128,,,,,,,,,,,,,,
2013-04,North Dakota,2141,3860,6001,,,,,,,,,,,,,,
2013-04,Ohio,31627,21579,53206,,,,,,,,,,,,,,
2013-04,Oklahoma,13962,11874,25836,,,,,,,,,,,,,,
2013-04,Oregon,12561,11056,23617,,,,,,,,,,,,,,
2013-04,Pennsylvania,22,64416,64438,,,,,,,,,,,,,,
2013-04,Puerto Rico,1112,160,1272,,,,,,,,,,,,,,
2013-04,Rhode Island,1256,1207,2463,,,,,,,,,,,,,,
2013-04,South Carolina,9032,6161,15193,,,,,,,,,,,,,,
2013-04,South Dakota,2680,3868,6548,,,,,,,,,,,,,,
2013-04,Tennessee,19072,14798,33870,,,,,,,,,,,,,,
2013-04,Texas,48822,39216,88038,,,,,,,,,,,,,,
2013-04,Utah,3690,4183,7873,,,,,,,,,,,,,,
2013-04,Vermont,1591,1883,3474,,,,,,,,,,,,,,
2013-04,Virgin Islands,19,4,23,,,,,,,,,,,,,,
2013-04,Virginia,20989,17416,38405,,,,,,,,,,,,,,
2013-04,Washington,17008,13057,30065,,,,,,,,,,,,,,
2013-04,West Virginia,7548,7408,14956,,,,,,,,,,,,,,
2013-04,Wisconsin,14982,15166,30148,,,,,,,,,,,,,,
2013-04,Wyoming,2254,2413,4667,,,,,,,,,,,,,,
2013-03,Alabama,20215,18498,38713,,,,,,,,,,,,,,
2013-03,Alaska,3506,4228,7734,,,,,,,,,,,,,,
2013-03,Arizona,14384,10700,25084,,,,,,,,,,,,,,
2013-03,Arkansas,9312,8667,17979,,,,,,,,,,,,,,
2013-03,California,38013,48181,86194,,,,,,,,,,,,,,
2013-03,Colorado,23937,20786,44723,,,,,,,,,,,,,,
2013-03,Connecticut,8010,8128,16138,,,,,,,,,,,,,,
2013-03,Delaware,2243,1755,3998,,,,,,,,,,,,,,
2013-03,District of Columbia,48,3,51,,,,,,,,,,,,,,
2013-03,Florida,48586,31464,80050,,,,,,,,,,,,,,
2013-03,Georgia,16404,12878,29282,,,,,,,,,,,,,,
2013-03,Guam,31,41,72,,,,,,,,,,,,,,
2013-03,Hawaii,0,0,0,,,,,,,,,,,,,,
2013-03,Idaho,4126,5603,9729,,,,,,,,,,,,,,
2013-03,Illinois,23779,19564,43343,,,,,,,,,,,,,,
2013-03,Indiana,24239,18379,42618,,,,,,,,,,,,,,
2013-03,Iowa,195,4400,4595,,,,,,,,,,,,,,
2013-03,Kansas,9708,9056,18764,,,,,,,,,,,,,,
2013-03,Kentucky,14921,12647,27568,,,,,,,,,,,,,,
2013-03,Louisiana,14463,12844,27307,,,,,,,,,,,,,,
2013-03,Maine,4745,4908,9653,,,,,,,,,,,,,,
2013-03,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2013-03,Maryland,8217,8190,16407,,,,,,,,,,,,,,
2013-03,Massachusetts,6174,4861,11035,,,,,,,,,,,,,,
2013-03,Michigan,17749,16343,34092,,,,,,,,,,,,,,
2013-03,Minnesota,15176,14763,29939,,,,,,,,,,,,,,
2013-03,Mississippi,8752,8146,16898,,,,,,,,,,,,,,
2013-03,Missouri,26501,21600,48101,,,,,,,,,,,,,,
2013-03,Montana,4358,5536,9894,,,,,,,,,,,,,,
2013-03,Nebraska,134,3020,3154,,,,,,,,,,,,,,
2013-03,Nevada,6305,5169,11474,,,,,,,,,,,,,,
2013-03,New Hampshire,6519,5004,11523,,,,,,,,,,,,,,
2013-03,New Jersey,5369,4219,9588,,,,,,,,,,,,,,
2013-03,New Mexico,6870,6126,12996,,,,,,,,,,,,,,
2013-03,New York,12598,18458,31056,,,,,,,,,,,,,,
2013-03,North Carolina,936,19162,20098,,,,,,,,,,,,,,
2013-03,North Dakota,2735,3882,6617,,,,,,,,,,,,,,
2013-03,Ohio,42641,27725,70366,,,,,,,,,,,,,,
2013-03,Oklahoma,17319,14650,31969,,,,,,,,,,,,,,
2013-03,Oregon,14859,13047,27906,,,,,,,,,,,,,,
2013-03,Pennsylvania,43,84244,84287,,,,,,,,,,,,,,
2013-03,Puerto Rico,1001,194,1195,,,,,,,,,,,,,,
2013-03,Rhode Island,1546,1224,2770,,,,,,,,,,,,,,
2013-03,South Carolina,12620,9103,21723,,,,,,,,,,,,,,
2013-03,South Dakota,3537,5315,8852,,,,,,,,,,,,,,
2013-03,Tennessee,26152,21626,47778,,,,,,,,,,,,,,
2013-03,Texas,64439,49206,113645,,,,,,,,,,,,,,
2013-03,Utah,5415,5409,10824,,,,,,,,,,,,,,
2013-03,Vermont,1899,2044,3943,,,,,,,,,,,,,,
2013-03,Virgin Islands,9,8,17,,,,,,,,,,,,,,
2013-03,Virginia,28321,22841,51162,,,,,,,,,,,,,,
2013-03,Washington,21189,15283,36472,,,,,,,,,,,,,,
2013-03,West Virginia,10984,10380,21364,,,,,,,,,,,,,,
2013-03,Wisconsin,18924,18367,37291,,,,,,,,,,,,,,
2013-03,Wyoming,3110,2998,6108,,,,,,,,,,,,,,
2013-02,Alabama,24166,19763,43929,,,,,,,,,,,,,,
2013-02,Alaska,4011,4073,8084,,,,,,,,,,,,,,
2013-02,Arizona,16313,11166,27479,,,,,,,,,,,,,,
2013-02,Arkansas,12200,10228,22428,,,,,,,,,,,,,,
2013-02,California,38087,46026,84113,,,,,,,,,,,,,,
2013-02,Colorado,27732,20546,48278,,,,,,,,,,,,,,
2013-02,Connecticut,6813,6190,13003,,,,,,,,,,,,,,
2013-02,Delaware,2358,1658,4016,,,,,,,,,,,,,,
2013-02,District of Columbia,58,3,61,,,,,,,,,,,,,,
2013-02,Florida,56967,34711,91678,,,,,,,,,,,,,,
2013-02,Georgia,22516,14256,36772,,,,,,,,,,,,,,
2013-02,Guam,53,38,91,,,,,,,,,,,,,,
2013-02,Hawaii,0,0,0,,,,,,,,,,,,,,
2013-02,Idaho,5043,5712,10755,,,,,,,,,,,,,,
2013-02,Illinois,24175,18387,42562,,,,,,,,,,,,,,
2013-02,Indiana,26643,18179,44822,,,,,,,,,,,,,,
2013-02,Iowa,238,3995,4233,,,,,,,,,,,,,,
2013-02,Kansas,11355,9238,20593,,,,,,,,,,,,,,
2013-02,Kentucky,19072,13980,33052,,,,,,,,,,,,,,
2013-02,Louisiana,16804,13560,30364,,,,,,,,,,,,,,
2013-02,Maine,4228,4097,8325,,,,,,,,,,,,,,
2013-02,Mariana Islands,0,2,2,,,,,,,,,,,,,,
2013-02,Maryland,7965,7786,15751,,,,,,,,,,,,,,
2013-02,Massachusetts,5818,3578,9396,,,,,,,,,,,,,,
2013-02,Michigan,18279,14848,33127,,,,,,,,,,,,,,
2013-02,Minnesota,15779,12716,28495,,,,,,,,,,,,,,
2013-02,Mississippi,11204,9433,20637,,,,,,,,,,,,,,
2013-02,Missouri,30172,21984,52156,,,,,,,,,,,,,,
2013-02,Montana,4766,5232,9998,,,,,,,,,,,,,,
2013-02,Nebraska,160,2993,3153,,,,,,,,,,,,,,
2013-02,Nevada,7432,5095,12527,,,,,,,,,,,,,,
2013-02,New Hampshire,6214,4434,10648,,,,,,,,,,,,,,
2013-02,New Jersey,4472,4274,8746,,,,,,,,,,,,,,
2013-02,New Mexico,7396,6328,13724,,,,,,,,,,,,,,
2013-02,New York,11469,17235,28704,,,,,,,,,,,,,,
2013-02,North Carolina,1085,21728,22813,,,,,,,,,,,,,,
2013-02,North Dakota,3143,3764,6907,,,,,,,,,,,,,,
2013-02,Ohio,45622,26931,72553,,,,,,,,,,,,,,
2013-02,Oklahoma,20619,15693,36312,,,,,,,,,,,,,,
2013-02,Oregon,16691,13428,30119,,,,,,,,,,,,,,
2013-02,Pennsylvania,26,82258,82284,,,,,,,,,,,,,,
2013-02,Puerto Rico,1006,214,1220,,,,,,,,,,,,,,
2013-02,Rhode Island,1343,992,2335,,,,,,,,,,,,,,
2013-02,South Carolina,16733,9776,26509,,,,,,,,,,,,,,
2013-02,South Dakota,4160,5054,9214,,,,,,,,,,,,,,
2013-02,Tennessee,32630,23703,56333,,,,,,,,,,,,,,
2013-02,Texas,76087,52208,128295,,,,,,,,,,,,,,
2013-02,Utah,6512,5464,11976,,,,,,,,,,,,,,
2013-02,Vermont,2140,1961,4101,,,,,,,,,,,,,,
2013-02,Virgin Islands,5,1,6,,,,,,,,,,,,,,
2013-02,Virginia,32229,23554,55783,,,,,,,,,,,,,,
2013-02,Washington,24333,16360,40693,,,,,,,,,,,,,,
2013-02,West Virginia,12345,10340,22685,,,,,,,,,,,,,,
2013-02,Wisconsin,20921,15247,36168,,,,,,,,,,,,,,
2013-02,Wyoming,3284,2803,6087,,,,,,,,,,,,,,
2013-01,Alabama,26630,22168,48798,,,,,,,,,,,,,,
2013-01,Alaska,4765,4255,9020,,,,,,,,,,,,,,
2013-01,Arizona,19373,13109,32482,,,,,,,,,,,,,,
2013-01,Arkansas,11566,9868,21434,,,,,,,,,,,,,,
2013-01,California,51025,54527,105552,,,,,,,,,,,,,,
2013-01,Colorado,26419,19972,46391,,,,,,,,,,,,,,
2013-01,Connecticut,9275,8636,17911,,,,,,,,,,,,,,
2013-01,Delaware,2902,1909,4811,,,,,,,,,,,,,,
2013-01,District of Columbia,55,4,59,,,,,,,,,,,,,,
2013-01,Florida,68294,41844,110138,,,,,,,,,,,,,,
2013-01,Georgia,23439,14798,38237,,,,,,,,,,,,,,
2013-01,Guam,67,54,121,,,,,,,,,,,,,,
2013-01,Hawaii,0,0,0,,,,,,,,,,,,,,
2013-01,Idaho,5676,5792,11468,,,,,,,,,,,,,,
2013-01,Illinois,31185,22138,53323,,,,,,,,,,,,,,
2013-01,Indiana,30334,20505,50839,,,,,,,,,,,,,,
2013-01,Iowa,344,4399,4743,,,,,,,,,,,,,,
2013-01,Kansas,13924,10878,24802,,,,,,,,,,,,,,
2013-01,Kentucky,17460,13023,30483,,,,,,,,,,,,,,
2013-01,Louisiana,21046,17511,38557,,,,,,,,,,,,,,
2013-01,Maine,5306,4566,9872,,,,,,,,,,,,,,
2013-01,Mariana Islands,0,1,1,,,,,,,,,,,,,,
2013-01,Maryland,9416,8660,18076,,,,,,,,,,,,,,
2013-01,Massachusetts,7295,4810,12105,,,,,,,,,,,,,,
2013-01,Michigan,21547,15621,37168,,,,,,,,,,,,,,
2013-01,Minnesota,17763,13846,31609,,,,,,,,,,,,,,
2013-01,Mississippi,11296,10927,22223,,,,,,,,,,,,,,
2013-01,Missouri,36400,24147,60547,,,,,,,,,,,,,,
2013-01,Montana,5509,5273,10782,,,,,,,,,,,,,,
2013-01,Nebraska,201,3519,3720,,,,,,,,,,,,,,
2013-01,Nevada,8354,5865,14219,,,,,,,,,,,,,,
2013-01,New Hampshire,7968,6068,14036,,,,,,,,,,,,,,
2013-01,New Jersey,4958,5888,10846,,,,,,,,,,,,,,
2013-01,New Mexico,7683,6624,14307,,,,,,,,,,,,,,
2013-01,New York,13448,25744,39192,,,,,,,,,,,,,,
2013-01,North Carolina,1282,22157,23439,,,,,,,,,,,,,,
2013-01,North Dakota,3893,4222,8115,,,,,,,,,,,,,,
2013-01,Ohio,49243,29034,78277,,,,,,,,,,,,,,
2013-01,Oklahoma,24793,17756,42549,,,,,,,,,,,,,,
2013-01,Oregon,19225,14044,33269,,,,,,,,,,,,,,
2013-01,Pennsylvania,61,93619,93680,,,,,,,,,,,,,,
2013-01,Puerto Rico,1092,221,1313,,,,,,,,,,,,,,
2013-01,Rhode Island,1831,1555,3386,,,,,,,,,,,,,,
2013-01,South Carolina,15015,8903,23918,,,,,,,,,,,,,,
2013-01,South Dakota,5023,5512,10535,,,,,,,,,,,,,,
2013-01,Tennessee,34623,23963,58586,,,,,,,,,,,,,,
2013-01,Texas,89130,60897,150027,,,,,,,,,,,,,,
2013-01,Utah,8344,5834,14178,,,,,,,,,,,,,,
2013-01,Vermont,2203,1810,4013,,,,,,,,,,,,,,
2013-01,Virgin Islands,17,8,25,,,,,,,,,,,,,,
2013-01,Virginia,34636,24775,59411,,,,,,,,,,,,,,
2013-01,Washington,28505,18241,46746,,,,,,,,,,,,,,
2013-01,West Virginia,12197,10377,22574,,,,,,,,,,,,,,
2013-01,Wisconsin,25154,15454,40608,,,,,,,,,,,,,,
2013-01,Wyoming,3848,2997,6845,,,,,,,,,,,,,,
2012-12,Alabama,30614,42433,73047,,,,,,,,,,,,,,
2012-12,Alaska,5179,6304,11483,,,,,,,,,,,,,,
2012-12,Arizona,20512,19634,40146,,,,,,,,,,,,,,
2012-12,Arkansas,11711,19680,31391,,,,,,,,,,,,,,
2012-12,California,51731,73026,124757,,,,,,,,,,,,,,
2012-12,Colorado,23511,24846,48357,,,,,,,,,,,,,,
2012-12,Connecticut,8845,9274,18119,,,,,,,,,,,,,,
2012-12,Delaware,2621,2747,5368,,,,,,,,,,,,,,
2012-12,District of Columbia,50,1,51,,,,,,,,,,,,,,
2012-12,Florida,65872,59904,125776,,,,,,,,,,,,,,
2012-12,Georgia,26035,32774,58809,,,,,,,,,,,,,,
2012-12,Guam,49,55,104,,,,,,,,,,,,,,
2012-12,Hawaii,0,0,0,,,,,,,,,,,,,,
2012-12,Idaho,6555,10015,16570,,,,,,,,,,,,,,
2012-12,Illinois,28548,28820,57368,,,,,,,,,,,,,,
2012-12,Indiana,28474,31940,60414,,,,,,,,,,,,,,
2012-12,Iowa,235,8121,8356,,,,,,,,,,,,,,
2012-12,Kansas,13854,17592,31446,,,,,,,,,,,,,,
2012-12,Kentucky,19442,26550,45992,,,,,,,,,,,,,,
2012-12,Louisiana,21599,33919,55518,,,,,,,,,,,,,,
2012-12,Maine,4916,6755,11671,,,,,,,,,,,,,,
2012-12,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2012-12,Maryland,7827,11046,18873,,,,,,,,,,,,,,
2012-12,Massachusetts,7200,5746,12946,,,,,,,,,,,,,,
2012-12,Michigan,7170,26867,34037,,,,,,,,,,,,,,
2012-12,Minnesota,13840,19260,33100,,,,,,,,,,,,,,
2012-12,Mississippi,12616,25190,37806,,,,,,,,,,,,,,
2012-12,Missouri,35516,36872,72388,,,,,,,,,,,,,,
2012-12,Montana,6287,8919,15206,,,,,,,,,,,,,,
2012-12,Nebraska,224,6715,6939,,,,,,,,,,,,,,
2012-12,Nevada,9274,9429,18703,,,,,,,,,,,,,,
2012-12,New Hampshire,8412,7366,15778,,,,,,,,,,,,,,
2012-12,New Jersey,3825,5947,9772,,,,,,,,,,,,,,
2012-12,New Mexico,8477,10310,18787,,,,,,,,,,,,,,
2012-12,New York,9489,34876,44365,,,,,,,,,,,,,,
2012-12,North Carolina,1234,41758,42992,,,,,,,,,,,,,,
2012-12,North Dakota,3551,6324,9875,,,,,,,,,,,,,,
2012-12,Ohio,48667,47197,95864,,,,,,,,,,,,,,
2012-12,Oklahoma,25216,29041,54257,,,,,,,,,,,,,,
2012-12,Oregon,21566,22599,44165,,,,,,,,,,,,,,
2012-12,Pennsylvania,78,105826,105904,,,,,,,,,,,,,,
2012-12,Puerto Rico,1458,262,1720,,,,,,,,,,,,,,
2012-12,Rhode Island,1631,1865,3496,,,,,,,,,,,,,,
2012-12,South Carolina,16842,18436,35278,,,,,,,,,,,,,,
2012-12,South Dakota,5079,8910,13989,,,,,,,,,,,,,,
2012-12,Tennessee,37951,43721,81672,,,,,,,,,,,,,,
2012-12,Texas,98886,108058,206944,,,,,,,,,,,,,,
2012-12,Utah,9885,12126,22011,,,,,,,,,,,,,,
2012-12,Vermont,2001,2622,4623,,,,,,,,,,,,,,
2012-12,Virgin Islands,20,6,26,,,,,,,,,,,,,,
2012-12,Virginia,36554,39104,75658,,,,,,,,,,,,,,
2012-12,Washington,27035,28335,55370,,,,,,,,,,,,,,
2012-12,West Virginia,12009,18169,30178,,,,,,,,,,,,,,
2012-12,Wisconsin,22343,22451,44794,,,,,,,,,,,,,,
2012-12,Wyoming,4157,4722,8879,,,,,,,,,,,,,,
2012-11,Alabama,17207,27326,44533,,,,,,,,,,,,,,
2012-11,Alaska,3136,4182,7318,,,,,,,,,,,,,,
2012-11,Arizona,12968,12975,25943,,,,,,,,,,,,,,
2012-11,Arkansas,6340,14554,20894,,,,,,,,,,,,,,
2012-11,California,35855,49929,85784,,,,,,,,,,,,,,
2012-11,Colorado,19733,21463,41196,,,,,,,,,,,,,,
2012-11,Connecticut,5819,6571,12390,,,,,,,,,,,,,,
2012-11,Delaware,1544,1989,3533,,,,,,,,,,,,,,
2012-11,District of Columbia,37,3,40,,,,,,,,,,,,,,
2012-11,Florida,43550,37856,81406,,,,,,,,,,,,,,
2012-11,Georgia,13482,19167,32649,,,,,,,,,,,,,,
2012-11,Guam,35,39,74,,,,,,,,,,,,,,
2012-11,Hawaii,0,0,0,,,,,,,,,,,,,,
2012-11,Idaho,3360,6640,10000,,,,,,,,,,,,,,
2012-11,Illinois,16845,22364,39209,,,,,,,,,,,,,,
2012-11,Indiana,17383,24331,41714,,,,,,,,,,,,,,
2012-11,Iowa,157,7217,7374,,,,,,,,,,,,,,
2012-11,Kansas,8330,12794,21124,,,,,,,,,,,,,,
2012-11,Kentucky,10571,17789,28360,,,,,,,,,,,,,,
2012-11,Louisiana,11882,22676,34558,,,,,,,,,,,,,,
2012-11,Maine,3024,5425,8449,,,,,,,,,,,,,,
2012-11,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2012-11,Maryland,7141,9488,16629,,,,,,,,,,,,,,
2012-11,Massachusetts,4870,4149,9019,,,,,,,,,,,,,,
2012-11,Michigan,1453,22403,23856,,,,,,,,,,,,,,
2012-11,Minnesota,8820,15392,24212,,,,,,,,,,,,,,
2012-11,Mississippi,6880,18507,25387,,,,,,,,,,,,,,
2012-11,Missouri,19943,27029,46972,,,,,,,,,,,,,,
2012-11,Montana,3127,5926,9053,,,,,,,,,,,,,,
2012-11,Nebraska,128,5162,5290,,,,,,,,,,,,,,
2012-11,Nevada,5795,5961,11756,,,,,,,,,,,,,,
2012-11,New Hampshire,4740,4934,9674,,,,,,,,,,,,,,
2012-11,New Jersey,3647,5013,8660,,,,,,,,,,,,,,
2012-11,New Mexico,5038,6492,11530,,,,,,,,,,,,,,
2012-11,New York,6692,28126,34818,,,,,,,,,,,,,,
2012-11,North Carolina,798,27342,28140,,,,,,,,,,,,,,
2012-11,North Dakota,1704,4810,6514,,,,,,,,,,,,,,
2012-11,Ohio,32230,36389,68619,,,,,,,,,,,,,,
2012-11,Oklahoma,16850,20102,36952,,,,,,,,,,,,,,
2012-11,Oregon,12059,15041,27100,,,,,,,,,,,,,,
2012-11,Pennsylvania,50,78231,78281,,,,,,,,,,,,,,
2012-11,Puerto Rico,1063,172,1235,,,,,,,,,,,,,,
2012-11,Rhode Island,1028,1224,2252,,,,,,,,,,,,,,
2012-11,South Carolina,10098,12015,22113,,,,,,,,,,,,,,
2012-11,South Dakota,2663,6767,9430,,,,,,,,,,,,,,
2012-11,Tennessee,22221,28279,50500,,,,,,,,,,,,,,
2012-11,Texas,52840,64903,117743,,,,,,,,,,,,,,
2012-11,Utah,4720,7559,12279,,,,,,,,,,,,,,
2012-11,Vermont,1096,1994,3090,,,,,,,,,,,,,,
2012-11,Virgin Islands,15,7,22,,,,,,,,,,,,,,
2012-11,Virginia,22826,28382,51208,,,,,,,,,,,,,,
2012-11,Washington,17319,18004,35323,,,,,,,,,,,,,,
2012-11,West Virginia,6753,14321,21074,,,,,,,,,,,,,,
2012-11,Wisconsin,14976,20715,35691,,,,,,,,,,,,,,
2012-11,Wyoming,2360,3136,5496,,,,,,,,,,,,,,
2012-10,Alabama,12104,14698,26802,,,,,,,,,,,,,,
2012-10,Alaska,3453,4010,7463,,,,,,,,,,,,,,
2012-10,Arizona,9272,7918,17190,,,,,,,,,,,,,,
2012-10,Arkansas,4520,9560,14080,,,,,,,,,,,,,,
2012-10,California,28860,30305,59165,,,,,,,,,,,,,,
2012-10,Colorado,14356,15055,29411,,,,,,,,,,,,,,
2012-10,Connecticut,4725,4865,9590,,,,,,,,,,,,,,
2012-10,Delaware,1171,1235,2406,,,,,,,,,,,,,,
2012-10,District of Columbia,50,3,53,,,,,,,,,,,,,,
2012-10,Florida,35686,23640,59326,,,,,,,,,,,,,,
2012-10,Georgia,9597,12258,21855,,,,,,,,,,,,,,
2012-10,Guam,34,42,76,,,,,,,,,,,,,,
2012-10,Hawaii,0,0,0,,,,,,,,,,,,,,
2012-10,Idaho,2226,5153,7379,,,,,,,,,,,,,,
2012-10,Illinois,13118,15029,28147,,,,,,,,,,,,,,
2012-10,Indiana,14083,15844,29927,,,,,,,,,,,,,,
2012-10,Iowa,128,4538,4666,,,,,,,,,,,,,,
2012-10,Kansas,5721,7612,13333,,,,,,,,,,,,,,
