month,state,handgun,rifle,total,state,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
2012-10,Kentucky,8226,11474,19700,,,,,,,,,,,,,,
2012-10,Louisiana,9056,16181,25237,,,,,,,,,,,,,,
2012-10,Maine,2684,6431,9115,,,,,,,,,,,,,,
2012-10,Mariana Islands,0,1,1,,,,,,,,,,,,,,
2012-10,Maryland,5491,5835,11326,,,,,,,,,,,,,,
2012-10,Massachusetts,4609,3111,7720,,,,,,,,,,,,,,
2012-10,Michigan,1313,15585,16898,,,,,,,,,,,,,,
2012-10,Minnesota,7752,20598,28350,,,,,,,,,,,,,,
2012-10,Mississippi,4859,10027,14886,,,,,,,,,,,,,,
2012-10,Missouri,15628,20116,35744,,,,,,,,,,,,,,
2012-10,Montana,2662,6824,9486,,,,,,,,,,,,,,
2012-10,Nebraska,88,3579,3667,,,,,,,,,,,,,,
2012-10,Nevada,4404,3703,8107,,,,,,,,,,,,,,
2012-10,New Hampshire,3740,4058,7798,,,,,,,,,,,,,,
2012-10,New Jersey,3393,3228,6621,,,,,,,,,,,,,,
2012-10,New Mexico,4238,4644,8882,,,,,,,,,,,,,,
2012-10,New York,6546,21226,27772,,,,,,,,,,,,,,
2012-10,North Carolina,788,16214,17002,,,,,,,,,,,,,,
2012-10,North Dakota,1559,6165,7724,,,,,,,,,,,,,,
2012-10,Ohio,23729,21397,45126,,,,,,,,,,,,,,
2012-10,Oklahoma,10986,12235,23221,,,,,,,,,,,,,,
2012-10,Oregon,9513,10440,19953,,,,,,,,,,,,,,
2012-10,Pennsylvania,29,58116,58145,,,,,,,,,,,,,,
2012-10,Puerto Rico,1126,176,1302,,,,,,,,,,,,,,
2012-10,Rhode Island,879,853,1732,,,,,,,,,,,,,,
2012-10,South Carolina,7498,7606,15104,,,,,,,,,,,,,,
2012-10,South Dakota,2144,7113,9257,,,,,,,,,,,,,,
2012-10,Tennessee,16835,16902,33737,,,,,,,,,,,,,,
2012-10,Texas,37556,44643,82199,,,,,,,,,,,,,,
2012-10,Utah,2418,4257,6675,,,,,,,,,,,,,,
2012-10,Vermont,1061,2033,3094,,,,,,,,,,,,,,
2012-10,Virgin Islands,26,8,34,,,,,,,,,,,,,,
2012-10,Virginia,16759,17809,34568,,,,,,,,,,,,,,
2012-10,Washington,13645,13258,26903,,,,,,,,,,,,,,
2012-10,West Virginia,5692,9496,15188,,,,,,,,,,,,,,
2012-10,Wisconsin,12674,18015,30689,,,,,,,,,,,,,,
2012-10,Wyoming,1550,2439,3989,,,,,,,,,,,,,,
2012-09,Alabama,10831,12511,23342,,,,,,,,,,,,,,
2012-09,Alaska,2338,3131,5469,,,,,,,,,,,,,,
2012-09,Arizona,9685,7771,17456,,,,,,,,,,,,,,
2012-09,Arkansas,4717,7672,12389,,,,,,,,,,,,,,
2012-09,California,26752,29344,56096,,,,,,,,,,,,,,
2012-09,Colorado,13865,13590,27455,,,,,,,,,,,,,,
2012-09,Connecticut,4440,4025,8465,,,,,,,,,,,,,,
2012-09,Delaware,1097,973,2070,,,,,,,,,,,,,,
2012-09,District of Columbia,28,1,29,,,,,,,,,,,,,,
2012-09,Florida,33996,20479,54475,,,,,,,,,,,,,,
2012-09,Georgia,9188,9206,18394,,,,,,,,,,,,,,
2012-09,Guam,30,33,63,,,,,,,,,,,,,,
2012-09,Hawaii,0,0,0,,,,,,,,,,,,,,
2012-09,Idaho,2439,4728,7167,,,,,,,,,,,,,,
2012-09,Illinois,11788,12727,24515,,,,,,,,,,,,,,
2012-09,Indiana,12916,12873,25789,,,,,,,,,,,,,,
2012-09,Iowa,81,3379,3460,,,,,,,,,,,,,,
2012-09,Kansas,5147,6172,11319,,,,,,,,,,,,,,
2012-09,Kentucky,7850,9397,17247,,,,,,,,,,,,,,
2012-09,Louisiana,11017,16304,27321,,,,,,,,,,,,,,
2012-09,Maine,2838,5155,7993,,,,,,,,,,,,,,
2012-09,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2012-09,Maryland,4569,4704,9273,,,,,,,,,,,,,,
2012-09,Massachusetts,4108,2536,6644,,,,,,,,,,,,,,
2012-09,Michigan,1039,14424,15463,,,,,,,,,,,,,,
2012-09,Minnesota,7119,16723,23842,,,,,,,,,,,,,,
2012-09,Mississippi,4532,7018,11550,,,,,,,,,,,,,,
2012-09,Missouri,15282,15154,30436,,,,,,,,,,,,,,
2012-09,Montana,2673,5512,8185,,,,,,,,,,,,,,
2012-09,Nebraska,80,2506,2586,,,,,,,,,,,,,,
2012-09,Nevada,4325,3638,7963,,,,,,,,,,,,,,
2012-09,New Hampshire,3837,3776,7613,,,,,,,,,,,,,,
2012-09,New Jersey,3487,2801,6288,,,,,,,,,,,,,,
2012-09,New Mexico,4034,4265,8299,,,,,,,,,,,,,,
2012-09,New York,5784,19289,25073,,,,,,,,,,,,,,
2012-09,North Carolina,662,13039,13701,,,,,,,,,,,,,,
2012-09,North Dakota,1435,4176,5611,,,,,,,,,,,,,,
2012-09,Ohio,22700,18049,40749,,,,,,,,,,,,,,
2012-09,Oklahoma,10048,10635,20683,,,,,,,,,,,,,,
2012-09,Oregon,9240,10918,20158,,,,,,,,,,,,,,
2012-09,Pennsylvania,27,53559,53586,,,,,,,,,,,,,,
2012-09,Puerto Rico,931,186,1117,,,,,,,,,,,,,,
2012-09,Rhode Island,821,791,1612,,,,,,,,,,,,,,
2012-09,South Carolina,6784,6071,12855,,,,,,,,,,,,,,
2012-09,South Dakota,2033,4472,6505,,,,,,,,,,,,,,
2012-09,Tennessee,15153,14344,29497,,,,,,,,,,,,,,
2012-09,Texas,36471,45464,81935,,,,,,,,,,,,,,
2012-09,Utah,2559,3815,6374,,,,,,,,,,,,,,
2012-09,Vermont,1128,1774,2902,,,,,,,,,,,,,,
2012-09,Virgin Islands,34,6,40,,,,,,,,,,,,,,
2012-09,Virginia,17365,15658,33023,,,,,,,,,,,,,,
2012-09,Washington,12209,11217,23426,,,,,,,,,,,,,,
2012-09,West Virginia,5746,8041,13787,,,,,,,,,,,,,,
2012-09,Wisconsin,11137,14610,25747,,,,,,,,,,,,,,
2012-09,Wyoming,1599,2408,4007,,,,,,,,,,,,,,
2012-08,Alabama,13805,12264,26069,,,,,,,,,,,,,,
2012-08,Alaska,2881,3703,6584,,,,,,,,,,,,,,
2012-08,Arizona,10858,8157,19015,,,,,,,,,,,,,,
2012-08,Arkansas,4935,6330,11265,,,,,,,,,,,,,,
2012-08,California,29494,31911,61405,,,,,,,,,,,,,,
2012-08,Colorado,15970,13345,29315,,,,,,,,,,,,,,
2012-08,Connecticut,4776,3816,8592,,,,,,,,,,,,,,
2012-08,Delaware,1198,980,2178,,,,,,,,,,,,,,
2012-08,District of Columbia,37,3,40,,,,,,,,,,,,,,
2012-08,Florida,37184,20301,57485,,,,,,,,,,,,,,
2012-08,Georgia,10610,9326,19936,,,,,,,,,,,,,,
2012-08,Guam,39,36,75,,,,,,,,,,,,,,
2012-08,Hawaii,0,0,0,,,,,,,,,,,,,,
2012-08,Idaho,2571,4123,6694,,,,,,,,,,,,,,
2012-08,Illinois,12980,14054,27034,,,,,,,,,,,,,,
2012-08,Indiana,13991,12638,26629,,,,,,,,,,,,,,
2012-08,Iowa,82,2810,2892,,,,,,,,,,,,,,
2012-08,Kansas,5923,6423,12346,,,,,,,,,,,,,,
2012-08,Kentucky,8244,8463,16707,,,,,,,,,,,,,,
2012-08,Louisiana,9985,11956,21941,,,,,,,,,,,,,,
2012-08,Maine,2833,3623,6456,,,,,,,,,,,,,,
2012-08,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2012-08,Maryland,5534,4683,10217,,,,,,,,,,,,,,
2012-08,Massachusetts,4616,2689,7305,,,,,,,,,,,,,,
2012-08,Michigan,1179,11769,12948,,,,,,,,,,,,,,
2012-08,Minnesota,7738,12588,20326,,,,,,,,,,,,,,
2012-08,Mississippi,5764,7545,13309,,,,,,,,,,,,,,
2012-08,Missouri,16799,15229,32028,,,,,,,,,,,,,,
2012-08,Montana,3047,4567,7614,,,,,,,,,,,,,,
2012-08,Nebraska,91,2335,2426,,,,,,,,,,,,,,
2012-08,Nevada,4693,3576,8269,,,,,,,,,,,,,,
2012-08,New Hampshire,3890,3151,7041,,,,,,,,,,,,,,
2012-08,New Jersey,3918,3039,6957,,,,,,,,,,,,,,
2012-08,New Mexico,4661,4097,8758,,,,,,,,,,,,,,
2012-08,New York,6177,14572,20749,,,,,,,,,,,,,,
2012-08,North Carolina,663,13545,14208,,,,,,,,,,,,,,
2012-08,North Dakota,1532,3269,4801,,,,,,,,,,,,,,
2012-08,Ohio,23175,16601,39776,,,,,,,,,,,,,,
2012-08,Oklahoma,12054,10903,22957,,,,,,,,,,,,,,
2012-08,Oregon,9485,8795,18280,,,,,,,,,,,,,,
2012-08,Pennsylvania,44,72106,72150,,,,,,,,,,,,,,
2012-08,Puerto Rico,1053,285,1338,,,,,,,,,,,,,,
2012-08,Rhode Island,771,744,1515,,,,,,,,,,,,,,
2012-08,South Carolina,7592,6331,13923,,,,,,,,,,,,,,
2012-08,South Dakota,2131,3794,5925,,,,,,,,,,,,,,
2012-08,Tennessee,17328,15654,32982,,,,,,,,,,,,,,
2012-08,Texas,40131,44238,84369,,,,,,,,,,,,,,
2012-08,Utah,2746,3221,5967,,,,,,,,,,,,,,
2012-08,Vermont,1073,1258,2331,,,,,,,,,,,,,,
2012-08,Virgin Islands,31,7,38,,,,,,,,,,,,,,
2012-08,Virginia,17146,14148,31294,,,,,,,,,,,,,,
2012-08,Washington,13652,10437,24089,,,,,,,,,,,,,,
2012-08,West Virginia,6099,6846,12945,,,,,,,,,,,,,,
2012-08,Wisconsin,11551,11991,23542,,,,,,,,,,,,,,
2012-08,Wyoming,1813,2131,3944,,,,,,,,,,,,,,
2012-07,Alabama,12182,9921,22103,,,,,,,,,,,,,,
2012-07,Alaska,2555,2737,5292,,,,,,,,,,,,,,
2012-07,Arizona,9696,6340,16036,,,,,,,,,,,,,,
2012-07,Arkansas,4346,4738,9084,,,,,,,,,,,,,,
2012-07,California,26313,27530,53843,,,,,,,,,,,,,,
2012-07,Colorado,13433,10672,24105,,,,,,,,,,,,,,
2012-07,Connecticut,4099,2942,7041,,,,,,,,,,,,,,
2012-07,Delaware,1031,802,1833,,,,,,,,,,,,,,
2012-07,District of Columbia,41,0,41,,,,,,,,,,,,,,
2012-07,Florida,34543,17864,52407,,,,,,,,,,,,,,
2012-07,Georgia,9216,6776,15992,,,,,,,,,,,,,,
2012-07,Guam,32,27,59,,,,,,,,,,,,,,
2012-07,Hawaii,0,0,0,,,,,,,,,,,,,,
2012-07,Idaho,2052,2972,5024,,,,,,,,,,,,,,
2012-07,Illinois,11401,9755,21156,,,,,,,,,,,,,,
2012-07,Indiana,11809,9380,21189,,,,,,,,,,,,,,
2012-07,Iowa,73,2036,2109,,,,,,,,,,,,,,
2012-07,Kansas,5192,4622,9814,,,,,,,,,,,,,,
2012-07,Kentucky,7523,6566,14089,,,,,,,,,,,,,,
2012-07,Louisiana,8963,8184,17147,,,,,,,,,,,,,,
2012-07,Maine,2231,2681,4912,,,,,,,,,,,,,,
2012-07,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2012-07,Maryland,4558,3668,8226,,,,,,,,,,,,,,
2012-07,Massachusetts,3734,1973,5707,,,,,,,,,,,,,,
2012-07,Michigan,1026,8053,9079,,,,,,,,,,,,,,
2012-07,Minnesota,6424,7588,14012,,,,,,,,,,,,,,
2012-07,Mississippi,4557,4712,9269,,,,,,,,,,,,,,
2012-07,Missouri,13903,10796,24699,,,,,,,,,,,,,,
2012-07,Montana,2532,3400,5932,,,,,,,,,,,,,,
2012-07,Nebraska,73,1595,1668,,,,,,,,,,,,,,
2012-07,Nevada,4086,3108,7194,,,,,,,,,,,,,,
2012-07,New Hampshire,3350,2598,5948,,,,,,,,,,,,,,
2012-07,New Jersey,3759,2504,6263,,,,,,,,,,,,,,
2012-07,New Mexico,3853,3378,7231,,,,,,,,,,,,,,
2012-07,New York,6002,11448,17450,,,,,,,,,,,,,,
2012-07,North Carolina,653,9311,9964,,,,,,,,,,,,,,
2012-07,North Dakota,1273,2344,3617,,,,,,,,,,,,,,
2012-07,Ohio,20677,13904,34581,,,,,,,,,,,,,,
2012-07,Oklahoma,10487,7960,18447,,,,,,,,,,,,,,
2012-07,Oregon,8707,7660,16367,,,,,,,,,,,,,,
2012-07,Pennsylvania,40,63868,63908,,,,,,,,,,,,,,
2012-07,Puerto Rico,962,208,1170,,,,,,,,,,,,,,
2012-07,Rhode Island,763,622,1385,,,,,,,,,,,,,,
2012-07,South Carolina,6315,4318,10633,,,,,,,,,,,,,,
2012-07,South Dakota,1693,2627,4320,,,,,,,,,,,,,,
2012-07,Tennessee,15308,11123,26431,,,,,,,,,,,,,,
2012-07,Texas,35783,29918,65701,,,,,,,,,,,,,,
2012-07,Utah,2227,2623,4850,,,,,,,,,,,,,,
2012-07,Vermont,985,1019,2004,,,,,,,,,,,,,,
2012-07,Virgin Islands,25,8,33,,,,,,,,,,,,,,
2012-07,Virginia,17361,12028,29389,,,,,,,,,,,,,,
2012-07,Washington,12532,9007,21539,,,,,,,,,,,,,,
2012-07,West Virginia,4976,4724,9700,,,,,,,,,,,,,,
2012-07,Wisconsin,10575,7702,18277,,,,,,,,,,,,,,
2012-07,Wyoming,1413,1653,3066,,,,,,,,,,,,,,
2012-06,Alabama,11540,9390,20930,,,,,,,,,,,,,,
2012-06,Alaska,2783,2756,5539,,,,,,,,,,,,,,
2012-06,Arizona,8893,6121,15014,,,,,,,,,,,,,,
2012-06,Arkansas,4158,4241,8399,,,,,,,,,,,,,,
2012-06,California,26514,27427,53941,,,,,,,,,,,,,,
2012-06,Colorado,11986,10435,22421,,,,,,,,,,,,,,
2012-06,Connecticut,4452,3178,7630,,,,,,,,,,,,,,
2012-06,Delaware,925,748,1673,,,,,,,,,,,,,,
2012-06,District of Columbia,18,2,20,,,,,,,,,,,,,,
2012-06,Florida,33679,17828,51507,,,,,,,,,,,,,,
2012-06,Georgia,9085,6591,15676,,,,,,,,,,,,,,
2012-06,Guam,43,33,76,,,,,,,,,,,,,,
2012-06,Hawaii,0,0,0,,,,,,,,,,,,,,
2012-06,Idaho,2280,3426,5706,,,,,,,,,,,,,,
2012-06,Illinois,11820,10114,21934,,,,,,,,,,,,,,
2012-06,Indiana,12193,9656,21849,,,,,,,,,,,,,,
2012-06,Iowa,72,2177,2249,,,,,,,,,,,,,,
2012-06,Kansas,4655,4532,9187,,,,,,,,,,,,,,
2012-06,Kentucky,7304,6699,14003,,,,,,,,,,,,,,
2012-06,Louisiana,8801,7345,16146,,,,,,,,,,,,,,
2012-06,Maine,2420,2710,5130,,,,,,,,,,,,,,
2012-06,Mariana Islands,0,1,1,,,,,,,,,,,,,,
2012-06,Maryland,4118,3729,7847,,,,,,,,,,,,,,
2012-06,Massachusetts,3896,2244,6140,,,,,,,,,,,,,,
2012-06,Michigan,1083,7942,9025,,,,,,,,,,,,,,
2012-06,Minnesota,6576,7472,14048,,,,,,,,,,,,,,
2012-06,Mississippi,4542,4153,8695,,,,,,,,,,,,,,
2012-06,Missouri,14002,10593,24595,,,,,,,,,,,,,,
2012-06,Montana,2878,3956,6834,,,,,,,,,,,,,,
2012-06,Nebraska,70,1749,1819,,,,,,,,,,,,,,
2012-06,Nevada,4141,3310,7451,,,,,,,,,,,,,,
2012-06,New Hampshire,3132,2691,5823,,,,,,,,,,,,,,
2012-06,New Jersey,4070,2484,6554,,,,,,,,,,,,,,
2012-06,New Mexico,4166,3562,7728,,,,,,,,,,,,,,
2012-06,New York,5894,11424,17318,,,,,,,,,,,,,,
2012-06,North Carolina,650,9506,10156,,,,,,,,,,,,,,
2012-06,North Dakota,1328,2498,3826,,,,,,,,,,,,,,
2012-06,Ohio,20125,14019,34144,,,,,,,,,,,,,,
2012-06,Oklahoma,10167,7651,17818,,,,,,,,,,,,,,
2012-06,Oregon,9096,8210,17306,,,,,,,,,,,,,,
2012-06,Pennsylvania,53,60185,60238,,,,,,,,,,,,,,
2012-06,Puerto Rico,1027,205,1232,,,,,,,,,,,,,,
2012-06,Rhode Island,740,601,1341,,,,,,,,,,,,,,
2012-06,South Carolina,6625,4286,10911,,,,,,,,,,,,,,
2012-06,South Dakota,1599,2530,4129,,,,,,,,,,,,,,
2012-06,Tennessee,14810,10732,25542,,,,,,,,,,,,,,
2012-06,Texas,34768,28889,63657,,,,,,,,,,,,,,
2012-06,Utah,2411,2967,5378,,,,,,,,,,,,,,
2012-06,Vermont,1005,975,1980,,,,,,,,,,,,,,
2012-06,Virgin Islands,30,8,38,,,,,,,,,,,,,,
2012-06,Virginia,14451,10979,25430,,,,,,,,,,,,,,
2012-06,Washington,13288,10506,23794,,,,,,,,,,,,,,
2012-06,West Virginia,4691,4743,9434,,,,,,,,,,,,,,
2012-06,Wisconsin,9771,7465,17236,,,,,,,,,,,,,,
2012-06,Wyoming,1612,1739,3351,,,,,,,,,,,,,,
2012-05,Alabama,11097,8917,20014,,,,,,,,,,,,,,
2012-05,Alaska,2938,3077,6015,,,,,,,,,,,,,,
2012-05,Arizona,9374,6136,15510,,,,,,,,,,,,,,
2012-05,Arkansas,4128,4107,8235,,,,,,,,,,,,,,
2012-05,California,27699,27093,54792,,,,,,,,,,,,,,
2012-05,Colorado,12175,10380,22555,,,,,,,,,,,,,,
2012-05,Connecticut,4529,3187,7716,,,,,,,,,,,,,,
2012-05,Delaware,1020,733,1753,,,,,,,,,,,,,,
2012-05,District of Columbia,26,0,26,,,,,,,,,,,,,,
2012-05,Florida,33310,17547,50857,,,,,,,,,,,,,,
2012-05,Georgia,8851,6254,15105,,,,,,,,,,,,,,
2012-05,Guam,21,26,47,,,,,,,,,,,,,,
2012-05,Hawaii,0,0,0,,,,,,,,,,,,,,
2012-05,Idaho,2322,3293,5615,,,,,,,,,,,,,,
2012-05,Illinois,11987,9817,21804,,,,,,,,,,,,,,
2012-05,Indiana,11816,9152,20968,,,,,,,,,,,,,,
2012-05,Iowa,72,1916,1988,,,,,,,,,,,,,,
2012-05,Kansas,4819,4442,9261,,,,,,,,,,,,,,
2012-05,Kentucky,6851,6038,12889,,,,,,,,,,,,,,
2012-05,Louisiana,7898,6675,14573,,,,,,,,,,,,,,
2012-05,Maine,2574,2766,5340,,,,,,,,,,,,,,
2012-05,Mariana Islands,0,1,1,,,,,,,,,,,,,,
2012-05,Maryland,5249,3609,8858,,,,,,,,,,,,,,
2012-05,Massachusetts,4023,2152,6175,,,,,,,,,,,,,,
2012-05,Michigan,1137,8249,9386,,,,,,,,,,,,,,
2012-05,Minnesota,7335,7792,15127,,,,,,,,,,,,,,
2012-05,Mississippi,4740,3882,8622,,,,,,,,,,,,,,
2012-05,Missouri,13959,10395,24354,,,,,,,,,,,,,,
2012-05,Montana,2763,3990,6753,,,,,,,,,,,,,,
2012-05,Nebraska,85,1610,1695,,,,,,,,,,,,,,
2012-05,Nevada,4576,3268,7844,,,,,,,,,,,,,,
2012-05,New Hampshire,3518,2797,6315,,,,,,,,,,,,,,
2012-05,New Jersey,4263,2498,6761,,,,,,,,,,,,,,
2012-05,New Mexico,4058,3474,7532,,,,,,,,,,,,,,
2012-05,New York,6541,12175,18716,,,,,,,,,,,,,,
2012-05,North Carolina,625,9359,9984,,,,,,,,,,,,,,
2012-05,North Dakota,1512,2547,4059,,,,,,,,,,,,,,
2012-05,Ohio,20446,13211,33657,,,,,,,,,,,,,,
2012-05,Oklahoma,10357,7173,17530,,,,,,,,,,,,,,
2012-05,Oregon,8652,8245,16897,,,,,,,,,,,,,,
2012-05,Pennsylvania,36,62046,62082,,,,,,,,,,,,,,
2012-05,Puerto Rico,1068,198,1266,,,,,,,,,,,,,,
2012-05,Rhode Island,841,680,1521,,,,,,,,,,,,,,
2012-05,South Carolina,7126,3983,11109,,,,,,,,,,,,,,
2012-05,South Dakota,1819,2508,4327,,,,,,,,,,,,,,
2012-05,Tennessee,14337,9980,24317,,,,,,,,,,,,,,
2012-05,Texas,34541,28197,62738,,,,,,,,,,,,,,
2012-05,Utah,2430,2967,5397,,,,,,,,,,,,,,
2012-05,Vermont,995,1122,2117,,,,,,,,,,,,,,
2012-05,Virgin Islands,41,3,44,,,,,,,,,,,,,,
2012-05,Virginia,14213,10795,25008,,,,,,,,,,,,,,
2012-05,Washington,13651,9650,23301,,,,,,,,,,,,,,
2012-05,West Virginia,5025,4748,9773,,,,,,,,,,,,,,
2012-05,Wisconsin,10997,8077,19074,,,,,,,,,,,,,,
2012-05,Wyoming,1780,1830,3610,,,,,,,,,,,,,,
2012-04,Alabama,11518,9586,21104,,,,,,,,,,,,,,
2012-04,Alaska,3274,3427,6701,,,,,,,,,,,,,,
2012-04,Arizona,10656,6984,17640,,,,,,,,,,,,,,
2012-04,Arkansas,4299,4209,8508,,,,,,,,,,,,,,
2012-04,California,29500,30211,59711,,,,,,,,,,,,,,
2012-04,Colorado,12909,11210,24119,,,,,,,,,,,,,,
2012-04,Connecticut,4895,3659,8554,,,,,,,,,,,,,,
2012-04,Delaware,1096,839,1935,,,,,,,,,,,,,,
2012-04,District of Columbia,27,1,28,,,,,,,,,,,,,,
2012-04,Florida,34847,18257,53104,,,,,,,,,,,,,,
2012-04,Georgia,9481,6670,16151,,,,,,,,,,,,,,
2012-04,Guam,26,38,64,,,,,,,,,,,,,,
2012-04,Hawaii,0,0,0,,,,,,,,,,,,,,
2012-04,Idaho,2509,3720,6229,,,,,,,,,,,,,,
2012-04,Illinois,14524,11497,26021,,,,,,,,,,,,,,
2012-04,Indiana,13520,10411,23931,,,,,,,,,,,,,,
2012-04,Iowa,116,2712,2828,,,,,,,,,,,,,,
2012-04,Kansas,5453,4948,10401,,,,,,,,,,,,,,
2012-04,Kentucky,7521,7238,14759,,,,,,,,,,,,,,
2012-04,Louisiana,8397,6858,15255,,,,,,,,,,,,,,
2012-04,Maine,3191,3070,6261,,,,,,,,,,,,,,
2012-04,Mariana Islands,0,2,2,,,,,,,,,,,,,,
2012-04,Maryland,5555,4361,9916,,,,,,,,,,,,,,
2012-04,Massachusetts,4231,2670,6901,,,,,,,,,,,,,,
2012-04,Michigan,1314,10018,11332,,,,,,,,,,,,,,
2012-04,Minnesota,9004,10769,19773,,,,,,,,,,,,,,
2012-04,Mississippi,4656,4067,8723,,,,,,,,,,,,,,
2012-04,Missouri,15210,12050,27260,,,,,,,,,,,,,,
2012-04,Montana,3097,4180,7277,,,,,,,,,,,,,,
2012-04,Nebraska,72,1934,2006,,,,,,,,,,,,,,
2012-04,Nevada,4683,3846,8529,,,,,,,,,,,,,,
2012-04,New Hampshire,4066,3128,7194,,,,,,,,,,,,,,
2012-04,New Jersey,4047,2685,6732,,,,,,,,,,,,,,
2012-04,New Mexico,4246,3779,8025,,,,,,,,,,,,,,
2012-04,New York,6768,15285,22053,,,,,,,,,,,,,,
2012-04,North Carolina,595,10061,10656,,,,,,,,,,,,,,
2012-04,North Dakota,1956,3032,4988,,,,,,,,,,,,,,
2012-04,Ohio,25352,15717,41069,,,,,,,,,,,,,,
2012-04,Oklahoma,10982,8339,19321,,,,,,,,,,,,,,
2012-04,Oregon,10426,9978,20404,,,,,,,,,,,,,,
2012-04,Pennsylvania,29,71424,71453,,,,,,,,,,,,,,
2012-04,Puerto Rico,980,152,1132,,,,,,,,,,,,,,
2012-04,Rhode Island,953,720,1673,,,,,,,,,,,,,,
2012-04,South Carolina,7911,4404,12315,,,,,,,,,,,,,,
2012-04,South Dakota,2122,2937,5059,,,,,,,,,,,,,,
2012-04,Tennessee,15736,10927,26663,,,,,,,,,,,,,,
2012-04,Texas,36296,28840,65136,,,,,,,,,,,,,,
2012-04,Utah,2968,3317,6285,,,,,,,,,,,,,,
2012-04,Vermont,1321,1468,2789,,,,,,,,,,,,,,
2012-04,Virgin Islands,25,1,26,,,,,,,,,,,,,,
2012-04,Virginia,17649,12196,29845,,,,,,,,,,,,,,
2012-04,Washington,14790,11022,25812,,,,,,,,,,,,,,
2012-04,West Virginia,5629,5942,11571,,,,,,,,,,,,,,
2012-04,Wisconsin,14046,11444,25490,,,,,,,,,,,,,,
2012-04,Wyoming,1786,1974,3760,,,,,,,,,,,,,,
2012-03,Alabama,15995,12285,28280,,,,,,,,,,,,,,
2012-03,Alaska,3047,3112,6159,,,,,,,,,,,,,,
2012-03,Arizona,13484,9115,22599,,,,,,,,,,,,,,
2012-03,Arkansas,6928,6170,13098,,,,,,,,,,,,,,
2012-03,California,36137,38797,74934,,,,,,,,,,,,,,
2012-03,Colorado,16271,14039,30310,,,,,,,,,,,,,,
2012-03,Connecticut,6139,4498,10637,,,,,,,,,,,,,,
2012-03,Delaware,1350,1057,2407,,,,,,,,,,,,,,
2012-03,District of Columbia,34,0,34,,,,,,,,,,,,,,
2012-03,Florida,41823,21504,63327,,,,,,,,,,,,,,
2012-03,Georgia,14631,9607,24238,,,,,,,,,,,,,,
2012-03,Guam,30,36,66,,,,,,,,,,,,,,
2012-03,Hawaii,0,0,0,,,,,,,,,,,,,,
2012-03,Idaho,3474,5160,8634,,,,,,,,,,,,,,
2012-03,Illinois,17725,14376,32101,,,,,,,,,,,,,,
2012-03,Indiana,18763,13250,32013,,,,,,,,,,,,,,
2012-03,Iowa,162,3926,4088,,,,,,,,,,,,,,
2012-03,Kansas,8582,7394,15976,,,,,,,,,,,,,,
2012-03,Kentucky,11306,9638,20944,,,,,,,,,,,,,,
2012-03,Louisiana,11125,8996,20121,,,,,,,,,,,,,,
2012-03,Maine,4007,3768,7775,,,,,,,,,,,,,,
2012-03,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2012-03,Maryland,6244,5099,11343,,,,,,,,,,,,,,
2012-03,Massachusetts,5410,3128,8538,,,,,,,,,,,,,,
2012-03,Michigan,1575,12952,14527,,,,,,,,,,,,,,
2012-03,Minnesota,10954,12722,23676,,,,,,,,,,,,,,
2012-03,Mississippi,6661,5848,12509,,,,,,,,,,,,,,
2012-03,Missouri,20609,15430,36039,,,,,,,,,,,,,,
2012-03,Montana,3784,4832,8616,,,,,,,,,,,,,,
2012-03,Nebraska,124,2542,2666,,,,,,,,,,,,,,
2012-03,Nevada,5913,4642,10555,,,,,,,,,,,,,,
2012-03,New Hampshire,4593,3402,7995,,,,,,,,,,,,,,
2012-03,New Jersey,4266,3154,7420,,,,,,,,,,,,,,
2012-03,New Mexico,5722,5160,10882,,,,,,,,,,,,,,
2012-03,New York,8068,17056,25124,,,,,,,,,,,,,,
2012-03,North Carolina,746,12962,13708,,,,,,,,,,,,,,
2012-03,North Dakota,2657,3621,6278,,,,,,,,,,,,,,
2012-03,Ohio,33749,19245,52994,,,,,,,,,,,,,,
2012-03,Oklahoma,14529,10953,25482,,,,,,,,,,,,,,
2012-03,Oregon,12906,12430,25336,,,,,,,,,,,,,,
2012-03,Pennsylvania,64,92661,92725,,,,,,,,,,,,,,
2012-03,Puerto Rico,1249,187,1436,,,,,,,,,,,,,,
2012-03,Rhode Island,1167,934,2101,,,,,,,,,,,,,,
2012-03,South Carolina,11548,6054,17602,,,,,,,,,,,,,,
2012-03,South Dakota,2847,3863,6710,,,,,,,,,,,,,,
2012-03,Tennessee,19732,14661,34393,,,,,,,,,,,,,,
2012-03,Texas,47874,37409,85283,,,,,,,,,,,,,,
2012-03,Utah,4131,4265,8396,,,,,,,,,,,,,,
2012-03,Vermont,1679,1776,3455,,,,,,,,,,,,,,
2012-03,Virgin Islands,15,1,16,,,,,,,,,,,,,,
2012-03,Virginia,21304,14545,35849,,,,,,,,,,,,,,
2012-03,Washington,17010,12812,29822,,,,,,,,,,,,,,
2012-03,West Virginia,7815,7501,15316,,,,,,,,,,,,,,
